FID,SHAPE,NAME,ADRESSE,BETREUUNG,ART,ART_TXT,SKZ,TELEFON,WEBLINK1,SE_SDO_ROWID,SE_ANNO_CAD_DATA
SCHULEOGD.631024,POINT (16.388921121156386 48.22008398364878),ASO Holzhausergasse 5-7,"2., Holzhausergasse 5-7",,3,Sonderschule (öffentlich),902023,01 4000 560 510,http://holzhausergasse.schule.wien.at,631024,
SCHULEOGD.631025,POINT (16.402451056240842 48.22069397301524),GRg 2 Wohlmutstraße 3,"2., Wohlmutstraße 3",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),902026,01 728 01 92,http://freudgymnasium.at,631025,
SCHULEOGD.631026,POINT (16.384801143793936 48.22216397636074),VS Darwingasse 14,"2., Darwingasse 14",,1,Volksschule (öffentlich),902031,01 4000 561 280,http://darwingasse.schule.wien.at/,631026,
SCHULEOGD.631027,POINT (16.374951190653675 48.221233986788626),SSB Leopoldsgasse 3,"2., Leopoldsgasse 3",,3,Sonderschule (öffentlich),902033,01 214 70 80,http://www.leopoldschule.at/,631027,
SCHULEOGD.631028,POINT (16.386291131171998 48.218003995486235),GRg 2 Zirkusgasse 48,"2., Zirkusgasse 48",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),902036,01 214 22 15,http://www.ahs-zirkusgasse.at/,631028,
SCHULEOGD.631029,POINT (16.378381166654982 48.21580401124025),GRg 2 Kleine Sperlgasse 4,"2., Kleine Sperlgasse 4",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),902046,01 214 73 76,http://www.sperlgymnasium.at/,631029,
SCHULEOGD.631030,POINT (16.377711169941907 48.215364013529715),VS Kleine Sperlgasse 2A,"2., Kleine Sperlgasse 2A",,1,Volksschule (öffentlich),902051,01 216 61 83-111,http://kleinesperlgasse.schule.wien.at/,631030,
SCHULEOGD.631031,POINT (16.37576118890937 48.22207398271911),MS Obere Augartenstraße 38,"2., Obere Augartenstraße 38",,2,Mittelschule (öffentlich),902052,01 4000 560 890,http://augartenschule.wordpress.com/,631031,
SCHULEOGD.631032,POINT (16.399231052125867 48.206384042999865),BBI Wittelsbachstraße 5,"2., Wittelsbachstraße 5",,14,Bundesinstitut (öffentlich),902053,01 728 08 66,http://www.bbi.at/,631032,
SCHULEOGD.631033,POINT (16.428480908360626 48.2062540259519),pRg 2 Simon-Wiesenthal-Gasse 3,"2., Simon Wiesenthal-Gasse 3",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),902056,01 216 40 46,http://www.zpc.at/,631033,
SCHULEOGD.631034,POINT (16.38616113988077 48.22391396754553),MS Pazmanitengasse 26,"2., Pazmanitengasse 26",,2,Mittelschule (öffentlich),902062,01 4000 560 900,http://www.pazmanitengasse.eu/,631034,
SCHULEOGD.631035,POINT (16.370271216674805 48.22301398201892),FIT - Fachspezifische Schule für individualisierte Teilausbildungen für Jugendliche und junge Erwachsene mit Behinderungen/Benachteiligungen der ITA gem. GmbH,"2., Obere Donaustraße 21",,12,Statutschule (privat),902063,01 336 00 36-100,http://www.ita.or.at,631035,
SCHULEOGD.631036,POINT (16.385411137130202 48.21868399255098),VS Novaragasse 30,"2., Novaragasse 30",,1,Volksschule (öffentlich),902071,01 4000 560 600,http://nova.schule.wien.at/,631036,
SCHULEOGD.631037,POINT (16.370191217179435 48.22296398228225),"I-FIT - Inklusive Fachspezifische Schule für Individualisierte Teilausbildungen für Jugendliche und junge Erwachsene mit Ausgrenzungsgefährdung und Behinderungen/Benachteiligungen des Evang.Schulwerks A.B. Wien""","2., Obere Donaustraße 21",,12,Statutschule (privat),902073,01 919 50 10-500,http://www.ifit.or.at/,631037,
SCHULEOGD.631038,POINT (16.404781045149896 48.220573971445894),VS Schönngasse 2,"2., Schönngasse 2",,1,Volksschule (öffentlich),902081,01 4000/561 300,http://vs-schoenngasse.at,631038,
SCHULEOGD.631039,POINT (16.375441190921517 48.222313981612544),PMS Obere Augartenstraße 34,"2., Obere Augartenstraße 34",,2,Mittelschule (privat),902082,01 214 48 21-11,http://www.nms-st-elisabeth.at/,631039,
SCHULEOGD.631040,POINT (16.37992117695484 48.22796395211065),pORg 2 Rabbiner-Schneerson-Platz 1,"2., Rabbiner-Schneerson-Platz 1",,6,Allgemeinbildende höhere Schule (privat),902086,01 334 18 18-40,http://www.chabad.at,631040,
SCHULEOGD.631041,POINT (16.38482114733166 48.22415396754663),VS Vereinsgasse 29-31,"2., Vereinsgasse 29",,1,Volksschule (öffentlich),902091,01 4000/561 310,http://gtvs-vereinsgasse.schule.wien.at,631041,
SCHULEOGD.631042,POINT (16.377041179068822 48.22024399086522),PMS Malzgasse 16,"2., Malzgasse 16",,2,Mittelschule (privat),902092,01 212 18 44,,631042,
SCHULEOGD.631043,POINT (16.40289105839368 48.22353395896761),VS Vorgartenstraße 191,"2., Vorgartenstraße 191",,1,Volksschule (öffentlich),902101,01 4000 561 320,http://vs-vorgartenstrasse191.schule.wien.at/,631043,
SCHULEOGD.631044,POINT (16.399511049699708 48.20585404565392),VS Wittelsbachstraße 6,"2., Wittelsbachstraße 6",,1,Volksschule (öffentlich),902111,01 4000 561 330,http://ovswittelsbachstrasse.schule.wien.at/,631044,
SCHULEOGD.631045,POINT (16.379671177176125 48.22807395156673),PMS Rabbiner Schneerson-Platz 1,"2., Rabbiner-Schneerson-Platz 1",,2,Mittelschule (privat),902112,01 334 18 18-40,http://www.lauderchabad.at,631045,
SCHULEOGD.631046,POINT (16.39897107193285 48.22021397687077),VS Wolfgang-Schmälzl-Gasse 13,"2., Wolfgang-Schmälzl-Gasse 13",,1,Volksschule (öffentlich),902121,01 4000  561 340,http://www.ovs-schmaelzl.at/,631046,
SCHULEOGD.631047,POINT (16.384021145173786 48.21983398856625),PMS Große Stadtgutgasse 24,"2., Große Stadtgutgasse 24",,2,Mittelschule (privat),902122,01 212 18 44,,631047,
SCHULEOGD.631048,POINT (16.37462119380606 48.22149398579869),PVS Leopoldsgasse 1A,"2., Leopoldsgasse 1A",,1,Volksschule (privat),902131,01 214 48 21-12,http://franziskus.wien/pvs-st-elisabeth,631048,
SCHULEOGD.631049,POINT (16.394071108522894 48.22854394020898),"Mittelschule ""Campus"" Christine Nöstlinger","2., Taborstraße 120",,2,Mittelschule (öffentlich),902132,01 4000/560 550,,631049,
SCHULEOGD.631050,POINT (16.417560971084296 48.212264004022224),VS Vorgartenstraße 208,"2., Vorgartenstraße 208",,1,Volksschule (öffentlich),902141,01 729 47 58,http://vorgartenstrasse208.schule.wien.at/,631050,
SCHULEOGD.631051,POINT (16.39622109163594 48.224863956723006),VS Ernst-Melchior-Gasse 9,"2., Ernst-Melchior-Gasse 9",Campus,1,Volksschule (öffentlich),902151,01 4000/561 360,http://campusgfs.at,631051,
SCHULEOGD.631052,POINT (16.377071179421037 48.22030399061116),PVS Malzgasse 16,"2., Malzgasse 16",,1,Volksschule (privat),902161,01 212 18 44,,631052,
SCHULEOGD.631053,POINT (16.37969116966573 48.22237397909476),PVS Obere Augartenstraße 1,"2., Obere Augartenstraße 1",,1,Volksschule (privat),902171,01 216 39 42/10,http://www.wsk.at,631053,
SCHULEOGD.631054,POINT (16.428180909736664 48.20603402643581),PVS Simon-Wiesenthal-Gasse 3,"2., Simon-Wiesenthal-Gasse 3",,1,Volksschule (privat),902181,01 216 40 46-230,http://www.zpc.at,631054,
SCHULEOGD.631055,POINT (16.379341179502518 48.228193951325814),PVS Rabbiner Schneersonplatz 1,"2., Rabbiner-Schneerson-Platz 1",,1,Volksschule (privat),902201,01 334 18 18,http://www.lauderchabad.at,631055,
SCHULEOGD.631056,POINT (16.385701132139495 48.21623400425437),PVS Nepomukgasse 2,"2., Nepomukgasse 2",,1,Volksschule (privat),902211,01 212 67 01,http://www.vs-leopoldstadt.at/,631056,
SCHULEOGD.631057,POINT (16.3973610660127 48.20977402828927),Danube International School Vienna,"2., Josef-Gall-Gasse 2",,12,Statutschule (privat),902221,01 720 31 10,http://www.danubeschool.com,631057,
SCHULEOGD.631058,POINT (16.383951145425662 48.21979398830057),PVS Große Stadtgutgasse 24,"2., Große Stadtgutgasse 24",,1,Volksschule (privat),902231,01 212 18 44,,631058,
SCHULEOGD.631059,POINT (16.406381039380687 48.22302395908549),GTVS Wehlistraße 178,"2., Wehlistraße 178",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),902241,0676 811856429,http://wissenswerkstatt178.at,631059,
SCHULEOGD.631060,POINT (16.384981131825093 48.214054015071724),"„JESSODE-Hatora-Schule“ des Vereins „KHAL ISRAEL religiös-orthodoxer Verein Wien""","2., Tempelgasse 3",,1,Volksschule (privat),902251,+43 699 138 70 345,,631060,
SCHULEOGD.631061,POINT (16.394071108522894 48.22854394020898),"Volksschule ""Campus"" Christine Nöstlinger","2., Taborstraße 120",,1,Volksschule (öffentlich),902271,01 4000 560 540,,631061,
SCHULEOGD.631062,POINT (16.37222120389991 48.220483992570955),Vienna Business School - Handelsakademie und Handelsschule Augarten der Wiener Kaufmannschaft,"2., Untere Augartenstraße 9",,8,Kaufmännische Schule (privat),902418,01 330 02 41-12,http://augarten.vbs.ac.at/,631062,
SCHULEOGD.631063,POINT (16.380021176167713 48.22810395158498),Handelsschule des Vereins jüdisches pädagogisches Zentrum,"2., Rabbiner Schneerson-Platz 1",,8,Kaufmännische Schule (privat),902428,01 334 18 18,http://www.lauderchabad.at,631063,
SCHULEOGD.631064,POINT (16.399191051983475 48.20636404345726),Handelsschule am Bundes-Blindeninstitut,"2., Wittelsbachstraße 5",,8,Kaufmännische Schule (öffentlich),902458,01 728 08 66-214,http://www.bbi.at/,631064,
SCHULEOGD.631065,POINT (16.38234114755812 48.2160540077139),Fachschule für jüdische Sozialberufe - Wiener Jeschiwah,"2., Große Mohrengasse 19",,9,Humanberufliche Schule (privat),902459,01 216 16 26,,631065,
SCHULEOGD.631066,POINT (16.38395114487828 48.21985398795965),"Jüdische Mädchenfachschule für Kommunikation und Wirtschaft ""Beth-Jakov-Schule""","2., Große Stadtgutgasse 24",,9,Humanberufliche Schule (privat),902479,01 212 18 44 -0,,631066,
SCHULEOGD.631067,POINT (16.42851090891491 48.20614402601471),Jehuda Halevi Musikschule des Vereins Jehuda Halevi Zentrum für Kunst und Kultur,"2., Haidgasse 1",,12,Statutschule (privat),902520,0699 10434244,http://www.jh-m.at,631067,
SCHULEOGD.631068,POINT (16.40489101286141 48.19849407712052),VS Dietrichgasse 36,"3., Dietrichgasse 36",,1,Volksschule (öffentlich),903011,01 4000 560 180,http://vs-dietrichgasse.schule.wien.at/,631068,
SCHULEOGD.631069,POINT (16.405171011364526 48.198324078067444),MS Dietrichgasse 36,"3., Dietrichgasse 36",,2,Mittelschule (öffentlich),903012,01 4000/560 920,http://nms-dietrichgasse.schule.wien.at,631069,
SCHULEOGD.631070,POINT (16.404361006536163 48.191644110545376),PTS Maiselgasse 1,"3., Maiselgasse 1",,4,Polytechnische Schule (öffentlich),903014,01 4000 564 060,http://www.pts3.at,631070,
SCHULEOGD.631071,POINT (16.39191108009427 48.20120407214855),ORg 3 Landstraßer Hauptstraße 70,"3., Landstraßer Hauptstraße 70",,6,Allgemeinbildende höhere Schule (öffentlich),903016,01 713 13 50,http://www.borg3.at/,631071,
SCHULEOGD.631072,POINT (16.39921104227517 48.19900407820722),VS Erdbergstraße 76,"3., Erdbergstraße 76",,1,Volksschule (öffentlich),903021,01 4000 561 420,http://www.vserdberg.at,631072,
SCHULEOGD.631073,POINT (16.39675105468759 48.199284078083224),MS Hainburger Straße 40,"3., Hainburger Straße 40",,2,Mittelschule (öffentlich),903022,01 4000/560 930,http://nms3.schule.wien.at/,631073,
SCHULEOGD.631074,POINT (16.39963103236071 48.193734102722715),ASO Petrusgasse 10,"3., Petrusgasse 10",,3,Sonderschule (öffentlich),903023,01 712 25 53-311,http://inklusive-schule.jimdosite.com/,631074,
SCHULEOGD.631075,POINT (16.392111071193003 48.19514410139227),BRg 3 Boerhaavegasse 15,"3., Boerhaavegasse 15",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),903026,01 713 44 23,http://www.boerhaavegasse.at/,631075,
SCHULEOGD.631076,POINT (16.392871065118836 48.193834107186724),VS Eslarngasse 23,"3., Eslarngasse 23",,1,Volksschule (öffentlich),903031,01 4000 561 430,http://www.vseslarngasse.com,631076,
SCHULEOGD.631077,POINT (16.40197101994236 48.19267410696545),SSB Paulusgasse 9-11,"3., Paulusgasse 9-11",,3,Sonderschule (öffentlich),903033,01 712 22 55-311,http://paulusgasse.schule.wien.at/,631077,
SCHULEOGD.631078,POINT (16.394921070209005 48.2040540568705),MS Hörnesgasse 12,"3., Hörnesgasse 12",,2,Mittelschule (öffentlich),903042,01 4000/560 940,http://www.mittelschule.at,631078,
SCHULEOGD.631079,POINT (16.38458110866205 48.1953241044488),pG 3 Rennweg 31,"3., Rennweg 31",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),903046,01 712 62 46-66,http://www.sacre-coeur.at,631079,
SCHULEOGD.631080,POINT (16.393621075384335 48.20369405972738),GRg 3 Kundmanngasse 20-22,"3., Kundmanngasse 20-22",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),903056,01 713 37 18/31,http://www.kundmanngasse.at,631080,
SCHULEOGD.631081,POINT (16.390011102237874 48.2099940310837),VS Kolonitzgasse 15,"3., Kolonitzgasse 15",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),903061,01 4000 561 450,http://vskolonitzgasse.schule.wien.at/,631081,
SCHULEOGD.631082,POINT (16.31204139681446 48.14806437563217),SPR Landstraßer Hauptstraße 146,"23., Alma-Seidler-Weg 2",,3,Sonderschule (öffentlich),903063e,01 662 73 31-109,,631082,
SCHULEOGD.631083,POINT (16.453760872639215 48.269363708602086),SPR Landstraßer Hauptstraße 146,"21., Adolf-Loos-Gasse 2",,3,Sonderschule (öffentlich),903063e,01 271 13 28,,631083,
SCHULEOGD.631084,POINT (16.403641018703084 48.19778408134128),GRg 3 Hagenmüllergasse 30,"3., Hagenmüllergasse 30",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),903066,01 712 32 50,http://www.grg3.at/,631084,
SCHULEOGD.631085,POINT (16.398781044852292 48.199664075737616),PMS Erdbergstraße 70,"3., Erdbergstraße 70",,2,Mittelschule (privat),903072,01 713 53 31-47,www.ms-st-franziskus.at,631085,
SCHULEOGD.631086,POINT (16.399781031891138 48.19382410275553),VS Petrusgasse 10,"3., Petrusgasse 10",,1,Volksschule (öffentlich),903081,01 4000 561 460,http://vspetrusgasse.jimdo.com/,631086,
SCHULEOGD.631087,POINT (16.389291090763255 48.19968408131695),PNMS Schützengasse 31,"3., Schützengasse 31",,2,Mittelschule (privat),903082,01 713 31 88-20,http://www.komensky.at/sekundarschule,631087,
SCHULEOGD.631088,POINT (16.383981115176034 48.19799409232414),VS Reisnerstraße 43,"3., Reisnerstraße 43",,1,Volksschule (öffentlich),903091,01 4000 561 470,http://www.gepsreisnerstrasse.com,631088,
SCHULEOGD.631089,POINT (16.386171098469855 48.19407410962363),PMS Fasangasse 4,"3., Fasangasse 4",,2,Mittelschule (privat),903092,01 796 56 06-60,http://www.sacre-coeur.at,631089,
SCHULEOGD.631090,POINT (16.390921076233802 48.194174106133275),pRgORg 3 Schützengasse 31,"3., Schützengasse 31",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),903096,01 713 31 88-60,http://www.orgkomensky.at,631090,
SCHULEOGD.631091,POINT (16.41105097539423 48.192784100992114),ORg 3 Ballsportgymnasium Wien,"3., Erdbergstraße 186",,6,Allgemeinbildende höhere Schule (öffentlich),903106,01 798 03 50,http://www.ballsportgymnasium.at,631091,
SCHULEOGD.631092,POINT (16.3977110499673 48.19990407490744),PVS Apostelgasse 5,"3., Apostelgasse 5",,1,Volksschule (privat),903111,01 713 53 31-42,http://www.st-franziskus.at,631092,
SCHULEOGD.631093,POINT (16.384751107413862 48.1952641054907),PVS Rennweg 31,"3., Rennweg 31",,1,Volksschule (privat),903121,01 712 62 462,http://www.sacre-coeur.at,631093,
SCHULEOGD.631094,POINT (16.38924109194676 48.19994407961058),PVS Sebastianplatz 3,"3., Sebastianplatz 3",,1,Volksschule (privat),903131,01 713 31 88-20,http://www.komensky-vienna.at/,631094,
SCHULEOGD.631095,POINT (16.398261038024355 48.19288410801793),GTVS Landstraßer Hauptstraße 146,"3., Landstraßer Hauptstraße 146",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),903141,01 718 51 86,http://gtvs3.schule.wien.at/,631095,
SCHULEOGD.631096,POINT (16.382101130455954 48.202544072026654),Saudische Schule in Wien des Königreichs Saudi-Arabien,"3., Reisnerstraße 4",,12,Statutschule (privat),903151,01 263 97 97,,631096,
SCHULEOGD.631097,POINT (16.392411062068394 48.18989412629585),VS 3 Otto Preminger Straße 1,"3., Otto Preminger Straße 1",,1,Volksschule (öffentlich),903161,01 4000 564 150,http://campusaronmenczer.schule.wien.at/,631097,
SCHULEOGD.631098,POINT (16.386171098469855 48.19407410962363),Handelsakademie und Handelsschule Marienanstalt - Sacré Coeur der Schulstiftung Erzdiözese Wien,"3., Fasangasse 4",,8,Kaufmännische Schule (privat),903428,01 798 45 67,http://www.sacre-coeur.at/HAK/Home.aspx,631098,
SCHULEOGD.631099,POINT (16.325611382431077 48.18487419142089),Schule für Sozialbetreuungsberufe des AWZ soziales Wien GmbH,"3., Schlachthausgasse 37",,9,Humanberufliche Schule (privat),903429,01 05 05 379/70 200,http://www.awz-wien.at,631099,
SCHULEOGD.631665,POINT (16.431540948310367 48.24610383337055),VS Prandaugasse 5,"22., Prandaugasse 5",,1,Volksschule (öffentlich),922111,01 203 58 90-111,http://vsprandau5.schule.wien.at/,631665,
SCHULEOGD.631666,POINT (16.456760840778784 48.257493763915065),MS Mira-Lobe-Weg 4,"22., Mira-Lobe-Weg 4",,2,Mittelschule (öffentlich),922112,01 4000 563 600,http://nms-mira-lobe-weg.schule.wien.at/,631666,
SCHULEOGD.631667,POINT (16.474060725066497 48.234843861482396),VS Schrebergasse 39,"22., Schrebergasse 39",,1,Volksschule (öffentlich),922131,01 282 52 12,http://schrebergasse.schule.wien.at/,631667,
SCHULEOGD.631668,POINT (16.420170979610024 48.22787392734173),VS Schüttaustraße 42,"22., Schüttaustraße 42",,1,Volksschule (öffentlich),922141,01 263 35 71-111,http://www.volksschule-kaisermuehlen.at,631668,
SCHULEOGD.631669,POINT (16.457320785765997 48.218763948275274),PVS Hardeggasse 65,"22., Hardeggasse 65",,1,Volksschule (privat),922151,01 283 21 38-55,http://www.mariafrieden-stadlau.at,631669,
SCHULEOGD.631670,POINT (16.421290975104448 48.22846392432091),PVS Schödlbergergasse 20,"22., Schödlbergergasse 20",,1,Volksschule (privat),922161,01 263 35 85-35,http://www.schule.salvator-kaisermuehlen.at,631670,
SCHULEOGD.631671,POINT (16.441970912267752 48.256163778797344),PMS Jüptnergasse 4,"22., Jüptnergasse 4-8",,2,Mittelschule (privat),922172,0676 833 22 920,http://www.psan.at,631671,
SCHULEOGD.631672,POINT (16.512070532763154 48.229423863288744),"MS 22, Sonnenallee 116","22., Sonnenallee 116",,2,Mittelschule (öffentlich),922182,01 4000 564 220,http://www.bildungscampusliselottehansenschmidt.at/,631672,
SCHULEOGD.631673,POINT (16.45733083871613 48.25738376397074),VS Mira-Lobe-Weg 4,"22., Mira-Lobe-Weg 4",,1,Volksschule (öffentlich),922191,01 4000 563 770,http://vs-mira-lobe-weg.schule.wien.at,631673,
SCHULEOGD.631674,POINT (16.471270716597274 48.2189839388392),MS Langobardenstraße 139,"22., Langobardenstraße 139",,2,Mittelschule (öffentlich),922192,,,631674,
SCHULEOGD.631675,POINT (16.482930687942794 48.23942383378912),GTVS Pirquetgasse 6B,"22., Pirquetgasse 6B",,1,Volksschule (öffentlich),922201,01 282 63 16,http://www.pirquetgasse.at/,631675,
SCHULEOGD.631676,POINT (16.45521084198828 48.25204379046447),VS Bertha-von-Suttner-Gasse 7,"22., Bertha-von-Suttner-Gasse 7",,1,Volksschule (öffentlich),922211,01 4000 563 780,https://ovs-bertha.schule.wien.at/,631676,
SCHULEOGD.631677,POINT (16.458390814706608 48.24390382738504),MS Leopold-Kohr-Straße 6,"22., Leopold-Kohr-Straße 6",,2,Mittelschule (öffentlich),922212,,,631677,
SCHULEOGD.631678,POINT (16.441940919253394 48.26099375634762),VS Brioschiweg 1und 3,"22., Brioschiweg 1 und 3",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),922221,01 258 31 78,www.brioschiweg.at,631678,
SCHULEOGD.631679,POINT (16.43152094726153 48.244913839032655),PVS Straße der Menschenrechte 1,"22., Straße der Menschenrechte 1",,12,Statutschule (privat),922251,01 203 55 95/146,http://www.vis.ac.at/,631679,
SCHULEOGD.631680,POINT (16.428890962772474 48.24659383252649),Japanische Internationale Schule in Wien,"22., Prandaugasse 2",,12,Statutschule (privat),922261,01 204 22 01-71,http://japaneseschool.at,631680,
SCHULEOGD.631681,POINT (16.48022067157306 48.217703939336204),VS Oberdorfstraße 2,"22., Oberdorfstraße 2",,1,Volksschule (öffentlich),922271,01 282 11 65,http://www.loewenschule-aspern.at/,631681,
SCHULEOGD.631682,POINT (16.47767068403704 48.21743394211327),VS Oberdorfstraße 2,"22., Langobardenstraße 178",,11,Sonstige (öffentlich),922271e,01 280 73 38,,631682,
SCHULEOGD.631683,POINT (16.517950478255138 48.21110394715043),VS Viktor-Wittner-Gasse 50,"22., Viktor-Wittner-Gasse 50",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),922281,01 774 30 64,http://www.gtvs-kirschenallee.at,631683,
SCHULEOGD.631684,POINT (16.47275074676539 48.24583380961998),GTVS Pastinakweg 10,"22., Pastinakweg 10",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),922291,01 734 16 01,www.gtvs-pastinakweg.at/,631684,
SCHULEOGD.631685,POINT (16.471630712587388 48.21648395027084),VS Hammerfestweg 1,"22., Hammerfestweg 1",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),922301,01 282 58 08,http://gtvs22.schule.wien.at/,631685,
SCHULEOGD.631686,POINT (16.42429097053145 48.23655388342303),VS Wagramer Straße 27,"22., Wagramer Straße 27",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),922311,01 263 74 24-111,http://www.gtvs-altedonau.at,631686,
SCHULEOGD.631807,POINT (16.38946107899838 48.191304120571),VS Kleistgasse 12,"3., Kleistgasse 12",Offene Schule<br>Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),903041,01 4000/561 440,http://cl-vs.schule.wien.at/,631807,
SCHULEOGD.631808,POINT (16.332751390861542 48.21655403595351),GRg 17 Geblergasse 56-58,"17., Geblergasse 56-58",Ganztagsschule in getrennter Abfolge<br>Ganztagsschule in verschränkter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),917016,01 405 65 35,http://www.grg17geblergasse.at/,631808,
SCHULEOGD.631809,POINT (16.478540680958428 48.21853393626697),MS Eibengasse 58,"22., Eibengasse 58",Ganztagsschule in getrennter Abfolge<br>Offene Schule,2,Mittelschule (öffentlich),922152,01 282 58 14,http://www.eibengasse.at/,631809,
SCHULEOGD.631810,POINT (16.439670891590886 48.23337388950215),ASO Steinbrechergasse 6,"22., Steinbrechergasse 6",Ganztagsschule in getrennter Abfolge<br>Offene Schule,3,Sonderschule (öffentlich),922013,01 4000 560 650,http://lws22.schule.wien.at/unsere-schule/,631810,
SCHULEOGD.631687,POINT (16.419170981790057 48.226413935342094),VS Am Kaisermühlendamm 2,"22., Am Kaisermühlendamm 2",,1,Volksschule (öffentlich),922321,01 263 69 60-111,http://amka.schule.wien.at/,631687,
SCHULEOGD.631688,POINT (16.40894104260482 48.234153904903465),VS Leonard-Bernstein-Straße 2,"22., Leonard-Bernstein-Straße 2",,1,Volksschule (öffentlich),922331,01 4000 563 850,http://vs-donaucity.at,631688,
SCHULEOGD.631689,POINT (16.44177091227914 48.25617377882098),PVS Jüptnergasse 4,"22., Jüptnergasse 4",,1,Volksschule (privat),922341,0676 833 22 920,http://www.psan.at,631689,
SCHULEOGD.631690,POINT (16.449380878868595 48.25829376415703),"International Christian School of Vienna, Wagramer Straße 175","22., Wagramer Straße 175",,1,Volksschule (privat),922351,01 251 22 0,http://www.icsv.at,631690,
SCHULEOGD.631691,POINT (16.501060577335295 48.222923901406325),VS Hannah-Arendt-Platz 8,"22., Hannah-Arendt-Platz 8",Campus,1,Volksschule (öffentlich),922361,01 4000 560 150,www.campus-seestadt.at,631691,
SCHULEOGD.631692,POINT (16.434490937797836 48.2480238223398),GTVS Attemsgasse,"22., Attemsgasse 22",Campus plus,1,Volksschule (öffentlich),922371,01 4000 56 01 20,http://attemsgasse.schule.wien.at,631692,
SCHULEOGD.631693,POINT (16.45163085419225 48.248713808435625),"PVS des Vereins ""Life-Family-Work""","22., Am langen Felde 41/1B",,1,Volksschule (privat),922381,01 202 15 62,http://www.life-family-work.at,631693,
SCHULEOGD.631694,POINT (16.452680867419428 48.26177374558337),VS Wagramer Straße 224,"22., Wagramer Straße 224B",,1,Volksschule (öffentlich),922391,01 - 4000 560190,http://ovs-wagramerstrasse224b.schule.wien.at/,631694,
SCHULEOGD.631695,POINT (16.48990065642528 48.241173821077346),"Volksschule ""Campus"" Berresgasse","22., Scheedgasse 2",,1,Volksschule (öffentlich),922401,01 4000/560 370,http://vs-campus-berresgasse.schule.wien.at/,631695,
SCHULEOGD.631696,POINT (16.512070532763154 48.229423863288744),"VS 22, Sonnenallee 116","22., Sonnenallee 116",,1,Volksschule (öffentlich),922411,01 4000 564 210,,631696,
SCHULEOGD.631697,POINT (16.451830831334263 48.23276388443534),Bundeshandelsakademie und Bundeshandelsschule Wien 22 - business.academy.donaustadt,"22., Polgarstraße 24",,8,Kaufmännische Schule (öffentlich),922418,01 202 61 31,http://www.bhakwien22.at/,631697,
SCHULEOGD.631698,POINT (16.44175089334445 48.24220384620252),Hertha Firnberg Schulen für Wirtschaft und Tourismus,"22., Firnbergplatz 1",,9,Humanberufliche Schule (öffentlich),922419,01 258 41 60-0,http://www.firnbergschulen.at,631698,
SCHULEOGD.631699,POINT (16.471270716597274 48.2189839388392),VS Langobardenstraße 139,"22., Langobardenstraße 139",,1,Volksschule (öffentlich),922421,,,631699,
SCHULEOGD.631700,POINT (16.44456085235413 48.22187394122639),Höhere Technische Bundeslehranstalt Donaustadt,"22., Donaustadtstraße 45",,7,Technische Schule (öffentlich),922427,01 201 05-106,http://www.htl-donaustadt.at/,631700,
SCHULEOGD.631701,POINT (16.458390814706608 48.24390382738504),VS Leopold-Kohr-Straße 6,"22., Leopold-Kohr-Straße 6",,1,Volksschule (öffentlich),922431,,,631701,
SCHULEOGD.631702,POINT (16.294641480964245 48.14769438844404),VS Kirchenplatz 2-3,"23., Kirchenplatz 2-3",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),923011,01 4000 563 950,http://gtvs23atzgersdorf.schule.wien.at,631702,
SCHULEOGD.631703,POINT (16.291391493540722 48.145204402435134),VS Kirchenplatz 2-3,"23., Canavesegasse 22a",,11,Sonstige (öffentlich),923011e,,,631703,
SCHULEOGD.631704,POINT (16.2906614971909 48.14511440312967),MS Steinergasse 25,"23., Steinergasse 25",,2,Mittelschule (öffentlich),923012,01 4000 563 880,http://www.mittelschulesteinergasse.at/,631704,
